y,xB,t,Q,phi,f,delta f,pol,comment
0.7459392262577286,0.451,-0.34,1.905255888325765,0.130201562198777,0.0266,0.0062481997407253,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,0.3906046865963309,0.0344,0.0053535035257296,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,0.6515314097694832,0.0242,0.0050328918128646,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,0.9129817317182338,0.0191,0.0034481879299133,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,1.1747811195173832,0.0203,0.0049819674828324,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,1.436755040241732,0.0223,0.0042544094772365,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,1.6989034938912804,0.0108,0.0037121422386541,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,4.322133359638758,0.011,0.0075213030785895,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,4.584281813288307,0.0133,0.0039812058474788,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,4.846430266937855,0.0166,0.0042047592083257,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.108404187662203,0.0228,0.0066068146636635,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.370203575461352,0.0214,0.0068963758598266,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.631653897410104,0.0265,0.0042438190347845,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.892580620583256,0.0259,0.0040804411526206,UU,RQncbKtk_UU
0.7459392262577286,0.451,-0.34,1.905255888325765,6.152983744980809,0.0227,0.0049517673612559,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.1300270292735775,0.0203,0.0028319604517012,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.3895574890451344,0.0199,0.0028319604517012,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.6497860805174889,0.0141,0.0022022715545545,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.9114109353914388,0.0113,0.0015264337522473,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.1733848561157878,0.0089,0.0019416487838947,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.4357078426905356,0.0088,0.0016970562748477,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.6980308292652833,0.0089,0.0021213203435596,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.9605283487652303,0.0062,0.002607680962081,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,4.322656958414356,0.0079,0.0018357559750685,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,4.585154477914303,0.0086,0.0021400934559032,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,4.847477464489051,0.0113,0.0023430749027719,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.109800451063799,0.0086,0.0023853720883753,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.371774371788147,0.0153,0.0026907248094147,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.633399226662097,0.0168,0.0025495097567963,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.893627818134452,0.0225,0.002920616373302,UU,RQncbKtk_UU
0.7355650794427887,0.475,-0.45,1.94164878389476,6.153158277906009,0.0233,0.002420743687382,UU,RQncbKtk_UU
0.7524588154142909,0.446,-0.348,1.9243180610283737,0.1308996938995747,0.029315,0.003238090015086,UU,ob8hLTm2
0.7528652203915603,0.446,-0.347,1.924837655492016,0.3909537524467298,0.0229057,0.0026055270718992,UU,ob8hLTm2
0.7517892018443607,0.447,-0.347,1.9256167843057448,0.6510078109938848,0.0286491,0.003422818444557,UU,ob8hLTm2
0.7509202822860569,0.448,-0.346,1.926655132606768,0.9128071987930344,0.0220402,0.0026008947310492,UU,ob8hLTm2
0.7519317589593947,0.448,-0.345,1.927952281567156,1.1746065865921838,0.0150986,0.0020014418763481,UU,ob8hLTm2
0.7512663019230829,0.449,-0.345,1.929248558377069,1.436405974391333,0.0155931,0.0031351394890339,UU,ob8hLTm2
0.7504024062293078,0.45,-0.344,1.9302849530574493,1.698205362190483,0.0226388,0.0109231763628351,UU,ob8hLTm2
0.7504024062293078,0.45,-0.344,1.9302849530574493,4.584979944989104,0.00968106,0.0024649058853654,UU,ob8hLTm2
0.7512663019230829,0.449,-0.345,1.929248558377069,4.846779332788253,0.0204033,0.003969814810857,UU,ob8hLTm2
0.7519317589593947,0.448,-0.345,1.927952281567156,5.108578720587403,0.0210144,0.0031074182087546,UU,ob8hLTm2
0.7509202822860569,0.448,-0.346,1.926655132606768,5.370378108386552,0.0214499,0.0030653593303395,UU,ob8hLTm2
0.7517892018443607,0.447,-0.347,1.9256167843057448,5.632177496185701,0.0255463,0.00263442527943,UU,ob8hLTm2
0.7528652203915603,0.446,-0.347,1.924837655492016,5.892231554732857,0.0265034,0.0029017163166133,UU,ob8hLTm2
0.7524588154142909,0.446,-0.348,1.9243180610283737,6.152285613280012,0.0303918,0.0031192893206786,UU,ob8hLTm2
0.7462123181337932,0.462,-0.457,1.950384577461584,0.1291543646475804,0.0218846,0.0018915431112454,UU,ob8hLTm2
0.7459708188927212,0.463,-0.456,1.952178270548056,0.3892084231947355,0.0122884,0.0015289556085773,UU,ob8hLTm2
0.7436966892198152,0.466,-0.455,1.9555050498528503,0.6492624817418906,0.0162291,0.0016317882698744,UU,ob8hLTm2
0.74322960152878,0.468,-0.454,1.959081417399492,0.91106186954104,0.0115965,0.0010752611589488,UU,ob8hLTm2
0.7409970733430425,0.471,-0.453,1.962396494085739,1.1728612573401895,0.0127861,0.001214411077379,UU,ob8hLTm2
0.7403547348280697,0.473,-0.453,1.9657059800488983,1.436405974391333,0.00904129,0.0011875857255061,UU,ob8hLTm2
0.7393362125956187,0.475,-0.452,1.9685019685029528,1.698205362190483,0.0088466,0.0025959433462423,UU,ob8hLTm2
0.7396869413492217,0.476,-0.452,1.9710403344427023,1.960004749989632,0.00531246,0.001320719080285,UU,ob8hLTm2
0.7396869413492217,0.476,-0.452,1.9710403344427023,4.323180557189954,0.00735847,0.0016334389712018,UU,ob8hLTm2
0.7393362125956187,0.475,-0.452,1.9685019685029528,4.584979944989104,0.00742978,0.0010296366940571,UU,ob8hLTm2
0.7403547348280697,0.473,-0.453,1.9657059800488983,4.846779332788253,0.00698617,0.0008331848266405,UU,ob8hLTm2
0.7409970733430425,0.471,-0.453,1.962396494085739,5.110324049839397,0.00931486,0.0010846946620731,UU,ob8hLTm2
0.74322960152878,0.468,-0.454,1.959081417399492,5.372123437638547,0.0135125,0.0014448623070853,UU,ob8hLTm2
0.7436966892198152,0.466,-0.455,1.9555050498528503,5.633922825437696,0.0186411,0.0016695700284803,UU,ob8hLTm2
0.7459708188927212,0.463,-0.456,1.952178270548056,5.893976883984851,0.0157529,0.001469770138853,UU,ob8hLTm2
0.7462123181337932,0.462,-0.457,1.950384577461584,6.154030942532007,0.0256712,0.0019971844903513,UU,ob8hLTm2
0.738382230385818,0.475,-0.617,1.9672315572906005,0.1308996938995747,0.0171372,0.0012889433432094,UU,ob8hLTm2
0.7406717876893398,0.475,-0.617,1.9702791680368543,0.3874630939427411,0.0150383,0.0012178477647887,UU,ob8hLTm2
0.7392167158678774,0.479,-0.615,1.9766132651583617,0.6475171524898963,0.00826041,0.0006798317019182,UU,ob8hLTm2
0.7364486424771098,0.484,-0.613,1.9831792657246088,0.9093165402890456,0.00711554,0.0006782679534114,UU,ob8hLTm2
0.7360060898920019,0.487,-0.611,1.988718180135134,1.171115928088195,0.00721004,0.0007004760264455,UU,ob8hLTm2
0.7335171154095628,0.491,-0.609,1.99348940303178,1.4346606451393389,0.00562898,0.0005705491637825,UU,ob8hLTm2
0.7331150101523943,0.493,-0.608,1.9969977466186584,1.6964600329384885,0.00252997,0.0004011660540088,UU,ob8hLTm2
0.7327161542306373,0.495,-0.607,2.0004999375156203,1.960004749989632,0.0034788,0.000899672206922,UU,ob8hLTm2
0.7327161542306373,0.495,-0.607,2.0004999375156203,4.323180557189954,0.00334122,0.0006870241753599,UU,ob8hLTm2
0.7331150101523943,0.493,-0.608,1.9969977466186584,4.586725274241099,0.00346829,0.0004368120405677,UU,ob8hLTm2
0.7335171154095628,0.491,-0.609,1.99348940303178,4.848524662040248,0.00451968,0.000494145868298,UU,ob8hLTm2
0.7360060898920019,0.487,-0.611,1.988718180135134,5.112069379091391,0.00588689,0.0006717075801864,UU,ob8hLTm2
0.7364486424771098,0.484,-0.613,1.9831792657246088,5.37386876689054,0.00836176,0.0008606907468504,UU,ob8hLTm2
0.7392167158678774,0.479,-0.615,1.9766132651583617,5.635668154689689,0.0104055,0.0008663127411835,UU,ob8hLTm2
0.7406717876893398,0.475,-0.617,1.9702791680368543,5.895722213236845,0.0138064,0.0010241424807174,UU,ob8hLTm2
0.738382230385818,0.475,-0.617,1.9672315572906005,6.152285613280012,0.0156086,0.0011219728443616,UU,ob8hLTm2
0.733265416715068,0.484,-0.89,1.9788885769542457,0.3909537524467298,0.00914824,0.0009683576580546,UU,ob8hLTm2
0.7366358910513477,0.484,-0.888,1.9834313701260249,0.6422811647339133,0.00562549,0.0004910764070132,UU,ob8hLTm2
0.7341078438384281,0.489,-0.881,1.990226117806718,0.905825881785057,0.00484716,0.0004560758624308,UU,ob8hLTm2
0.7331314502554508,0.492,-0.877,1.994993734326,1.1693705988362009,0.00295526,0.0003212858729947,UU,ob8hLTm2
0.7327317203739209,0.494,-0.874,1.9984994370777287,1.4329153158873444,0.00207128,0.0002441268990422,UU,ob8hLTm2
0.7328992417254476,0.495,-0.871,2.0007498594277098,1.6947147036864938,0.0015092,0.0003314789147215,UU,ob8hLTm2
0.7314087547958655,0.497,-0.869,2.00274811197015,1.9582594207376376,0.000933253,0.0003282063068696,UU,ob8hLTm2
0.7314087547958655,0.497,-0.869,2.00274811197015,4.324925886441949,0.00142185,0.000441073814191,UU,ob8hLTm2
0.7328992417254476,0.495,-0.871,2.0007498594277098,4.588470603493092,0.00118342,0.0002100207639663,UU,ob8hLTm2
0.7327317203739209,0.494,-0.874,1.9984994370777287,4.850269991292241,0.00177133,0.0002707773948984,UU,ob8hLTm2
0.7331314502554508,0.492,-0.877,1.994993734326,5.113814708343385,0.00386276,0.0004765605798426,UU,ob8hLTm2
0.7341078438384281,0.489,-0.881,1.990226117806718,5.37735942539453,0.00295192,0.000322543339308,UU,ob8hLTm2
0.7366358910513477,0.484,-0.888,1.9834313701260249,5.640904142445673,0.0061077,0.0005334037189559,UU,ob8hLTm2
0.733265416715068,0.484,-0.89,1.9788885769542457,5.892231554732857,0.00846051,0.0006247088387609,UU,ob8hLTm2
0.7232029722065327,0.497,-1.462,1.991481860324116,0.3996803987067014,0.00408942,0.000391389055036,UU,ob8hLTm2
0.7312894114357136,0.492,-1.429,1.992485884517128,0.6370451769779303,0.00209831,0.0002259379859917,UU,ob8hLTm2
0.7307136810839576,0.494,-1.418,1.995745474753732,0.9023352232810684,0.00160159,0.0001764784882669,UU,ob8hLTm2
0.7290301397266863,0.498,-1.408,2.00149943792148,1.4329153158873444,0.00114235,0.0002163932795589,UU,ob8hLTm2
0.72957609340097,0.498,-1.399,2.002248735796829,1.6947147036864938,0.000262055,0.0001166702804344,UU,ob8hLTm2
0.7290301397266863,0.498,-1.408,2.00149943792148,4.850269991292241,0.00068254,0.0001396765608003,UU,ob8hLTm2
0.7305080304525023,0.496,-1.412,1.9994999374843705,5.1155600375953805,0.000696519,0.0001265356296151,UU,ob8hLTm2
0.7307136810839576,0.494,-1.418,1.995745474753732,5.380850083898518,0.000806408,0.0001844099987798,UU,ob8hLTm2
0.7312894114357136,0.492,-1.429,1.992485884517128,5.6461401302016565,0.00173621,0.000326035829212,UU,ob8hLTm2
0.7232029722065327,0.497,-1.462,1.991481860324116,5.883504908472886,0.00584651,0.0007610202772705,UU,ob8hLTm2
0.7232029722065327,0.497,-1.462,1.991481860324116,5.883504908472886,0.00584651,0.0007610202772705,UU,ob8hLTm2
0.7524588154142909,0.446,-0.348,1.9243180610283737,0.1308996938995747,0.00583575,0.002210603231781,UU,ob8hLTm2
0.7528652203915603,0.446,-0.347,1.924837655492016,0.3909537524467298,-0.00441806,0.0020043132924021,UU,ob8hLTm2
0.7517892018443607,0.447,-0.347,1.9256167843057448,0.6510078109938848,0.00169017,0.0024384217705657,UU,ob8hLTm2
0.7509202822860569,0.448,-0.346,1.926655132606768,0.9128071987930344,0.00367272,0.0018242986721699,UU,ob8hLTm2
0.7519317589593947,0.448,-0.345,1.927952281567156,1.1746065865921838,0.00187431,0.0012255104710136,UU,ob8hLTm2
0.7512663019230829,0.449,-0.345,1.929248558377069,1.436405974391333,0.00701251,0.0030027228818024,UU,ob8hLTm2
0.7504024062293078,0.45,-0.344,1.9302849530574493,1.698205362190483,-0.00180821,0.0070388914640943,UU,ob8hLTm2
0.7504024062293078,0.45,-0.344,1.9302849530574493,4.584979944989104,-0.0034843,0.0021621193834117,UU,ob8hLTm2
0.7512663019230829,0.449,-0.345,1.929248558377069,4.846779332788253,-0.00481827,0.0032022605447441,UU,ob8hLTm2
0.7519317589593947,0.448,-0.345,1.927952281567156,5.108578720587403,-0.00674835,0.00245933275457,UU,ob8hLTm2
0.7509202822860569,0.448,-0.346,1.926655132606768,5.370378108386552,-0.00546262,0.0020833804029269,UU,ob8hLTm2
0.7517892018443607,0.447,-0.347,1.9256167843057448,5.632177496185701,-0.00406656,0.0017676012658936,UU,ob8hLTm2
0.7528652203915603,0.446,-0.347,1.924837655492016,5.892231554732857,-0.000208478,0.0016136031673583,UU,ob8hLTm2
0.7524588154142909,0.446,-0.348,1.9243180610283737,6.152285613280012,0.000269419,0.0018706166851485,UU,ob8hLTm2
0.7462123181337932,0.462,-0.457,1.950384577461584,0.1291543646475804,0.00531845,0.0010936724765161,UU,ob8hLTm2
0.7459708188927212,0.463,-0.456,1.952178270548056,0.3892084231947355,0.00224213,0.0009789656815808,UU,ob8hLTm2
0.7436966892198152,0.466,-0.455,1.9555050498528503,0.6492624817418906,0.00203016,0.0009849408770987,UU,ob8hLTm2
0.74322960152878,0.468,-0.454,1.959081417399492,0.91106186954104,0.00251233,0.0006988845041242,UU,ob8hLTm2
0.7409970733430425,0.471,-0.453,1.962396494085739,1.1728612573401895,0.00270149,0.0008360842171037,UU,ob8hLTm2
0.7403547348280697,0.473,-0.453,1.9657059800488983,1.436405974391333,0.00260941,0.000833725644025,UU,ob8hLTm2
0.7393362125956187,0.475,-0.452,1.9685019685029528,1.698205362190483,0.00182107,0.001458373556399,UU,ob8hLTm2
0.7396869413492217,0.476,-0.452,1.9710403344427023,1.960004749989632,0.00197636,0.0013384182157472,UU,ob8hLTm2
0.7396869413492217,0.476,-0.452,1.9710403344427023,4.323180557189954,-0.000910327,0.0012568971934315,UU,ob8hLTm2
0.7393362125956187,0.475,-0.452,1.9685019685029528,4.584979944989104,0.000648051,0.0007764738194845,UU,ob8hLTm2
0.7403547348280697,0.473,-0.453,1.9657059800488983,4.846779332788253,-0.000927653,0.0006351016151176,UU,ob8hLTm2
0.7409970733430425,0.471,-0.453,1.962396494085739,5.110324049839397,-0.00311017,0.0007313957296108,UU,ob8hLTm2
0.74322960152878,0.468,-0.454,1.959081417399492,5.372123437638547,-0.00239537,0.0008570778136727,UU,ob8hLTm2
0.7436966892198152,0.466,-0.455,1.9555050498528503,5.633922825437696,-0.000264501,0.0009000384803562,UU,ob8hLTm2
0.7459708188927212,0.463,-0.456,1.952178270548056,5.893976883984851,-0.000470481,0.0008570887265207,UU,ob8hLTm2
0.7462123181337932,0.462,-0.457,1.950384577461584,6.154030942532007,-0.00079058,0.0010022886097127,UU,ob8hLTm2
0.738382230385818,0.475,-0.617,1.9672315572906005,0.1308996938995747,-0.00038247,0.0006139141321072,UU,ob8hLTm2
0.7406717876893398,0.475,-0.617,1.9702791680368543,0.3874630939427411,0.000624702,0.0008982378390003,UU,ob8hLTm2
0.7392167158678774,0.479,-0.615,1.9766132651583617,0.6475171524898963,0.000946232,0.000381212955012,UU,ob8hLTm2
0.7364486424771098,0.484,-0.613,1.9831792657246088,0.9093165402890456,0.00218689,0.0004042939091304,UU,ob8hLTm2
0.7360060898920019,0.487,-0.611,1.988718180135134,1.171115928088195,0.00193501,0.0004218236321177,UU,ob8hLTm2
0.7335171154095628,0.491,-0.609,1.99348940303178,1.4346606451393389,0.000174873,0.0004147650902667,UU,ob8hLTm2
0.7331150101523943,0.493,-0.608,1.9969977466186584,1.6964600329384885,0.000499582,0.0003411223177981,UU,ob8hLTm2
0.7327161542306373,0.495,-0.607,2.0004999375156203,1.960004749989632,0.00184053,0.0008511361437713,UU,ob8hLTm2
0.7327161542306373,0.495,-0.607,2.0004999375156203,4.323180557189954,-0.00130156,0.0006518055997059,UU,ob8hLTm2
0.7331150101523943,0.493,-0.608,1.9969977466186584,4.586725274241099,-0.00107212,0.0003082116859254,UU,ob8hLTm2
0.7335171154095628,0.491,-0.609,1.99348940303178,4.848524662040248,-0.00016195,0.0003143324561897,UU,ob8hLTm2
0.7364486424771098,0.484,-0.613,1.9831792657246088,5.37386876689054,-0.00123695,0.0005506849407964,UU,ob8hLTm2
0.7392167158678774,0.479,-0.615,1.9766132651583617,5.635668154689689,-0.00235365,0.0004338944194386,UU,ob8hLTm2
0.7406717876893398,0.475,-0.617,1.9702791680368543,5.895722213236845,-0.00178793,0.0004616078663324,UU,ob8hLTm2
0.738382230385818,0.475,-0.617,1.9672315572906005,6.152285613280012,-0.000585496,0.0005026111431603,UU,ob8hLTm2
0.733265416715068,0.484,-0.89,1.9788885769542457,0.3909537524467298,0.00148049,0.0003927054261402,UU,ob8hLTm2
0.7366358910513477,0.484,-0.888,1.9834313701260249,0.6422811647339133,0.000443339,0.0002833045625223,UU,ob8hLTm2
0.7341078438384281,0.489,-0.881,1.990226117806718,0.905825881785057,0.00110431,0.0002954436386588,UU,ob8hLTm2
0.7331314502554508,0.492,-0.877,1.994993734326,1.1693705988362009,0.000794463,0.0001991943312833,UU,ob8hLTm2
0.7327317203739209,0.494,-0.874,1.9984994370777287,1.4329153158873444,0.000632798,0.0002043253225056,UU,ob8hLTm2
0.7328992417254476,0.495,-0.871,2.0007498594277098,1.6947147036864938,0.000361457,0.0003028149029704,UU,ob8hLTm2
0.7314087547958655,0.497,-0.869,2.00274811197015,1.9582594207376376,0.000414779,0.0003195154743701,UU,ob8hLTm2
0.7314087547958655,0.497,-0.869,2.00274811197015,4.324925886441949,-0.000507805,0.0003942811744136,UU,ob8hLTm2
0.7328992417254476,0.495,-0.871,2.0007498594277098,4.588470603493092,-0.000427508,0.0001503044235686,UU,ob8hLTm2
0.7327317203739209,0.494,-0.874,1.9984994370777287,4.850269991292241,-0.000407035,0.0001703773138801,UU,ob8hLTm2
0.7331314502554508,0.492,-0.877,1.994993734326,5.113814708343385,-0.000925493,0.0003132106016085,UU,ob8hLTm2
0.7341078438384281,0.489,-0.881,1.990226117806718,5.37735942539453,4.55895e-05,0.0002026572160009,UU,ob8hLTm2
0.7366358910513477,0.484,-0.888,1.9834313701260249,5.640904142445673,-0.00132193,0.0002739787212193,UU,ob8hLTm2
0.733265416715068,0.484,-0.89,1.9788885769542457,5.892231554732857,-0.000338179,0.0003160019345019,UU,ob8hLTm2
0.7232029722065327,0.497,-1.462,1.991481860324116,0.3996803987067014,0.000246937,0.0001948355784373,UU,ob8hLTm2
0.7312894114357136,0.492,-1.429,1.992485884517128,0.6370451769779303,0.000222497,0.0001385510512909,UU,ob8hLTm2
0.7307136810839576,0.494,-1.418,1.995745474753732,0.9023352232810684,0.000362656,0.0001154274973342,UU,ob8hLTm2
0.7305080304525023,0.496,-1.412,1.9994999374843705,1.1676252695842066,0.000139998,7.952841837714365e-05,UU,ob8hLTm2
0.7290301397266863,0.498,-1.408,2.00149943792148,1.4329153158873444,0.000185718,0.0001597881967487,UU,ob8hLTm2
0.7290301397266863,0.498,-1.408,2.00149943792148,4.850269991292241,-2.79729e-05,9.6233549940873e-05,UU,ob8hLTm2
0.7305080304525023,0.496,-1.412,1.9994999374843705,5.1155600375953805,-0.000200412,8.70500113871331e-05,UU,ob8hLTm2
0.7307136810839576,0.494,-1.418,1.995745474753732,5.380850083898518,-0.00014624,8.940343824646791e-05,UU,ob8hLTm2
0.7312894114357136,0.492,-1.429,1.992485884517128,5.6461401302016565,-0.000324045,0.0001705535842367,UU,ob8hLTm2
0.7232029722065327,0.497,-1.462,1.991481860324116,5.883504908472886,-0.00140581,0.0004713763943962,UU,ob8hLTm2
0.7232029722065327,0.497,-1.462,1.991481860324116,5.883504908472886,-0.00140581,0.0004713763943962,UU,ob8hLTm2
0.7459392262577286,0.451,-0.34,1.905255888325765,0.130201562198777,0.0041,0.0052924474489596,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,0.3906046865963309,0.0078,0.005629387178015,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,0.6515314097694832,0.0064,0.0049335585534176,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,0.9129817317182338,0.0057,0.0040706264874095,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,1.1747811195173832,0.0063,0.0043416586692184,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,1.436755040241732,0.0011,0.0051478150704935,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,1.6989034938912804,0.0046,0.0043011626335213,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,4.322133359638758,0.0046,0.0074966659255965,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,4.584281813288307,-0.0031,0.004657252408878,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,4.846430266937855,0.0019,0.005437830449729,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.108404187662203,-0.0025,0.0053758720222862,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.370203575461352,-0.0059,0.0043174066289845,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.631653897410104,-0.0075,0.0044147480109288,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,5.892580620583256,-0.0024,0.0041231056256176,LU,RQncbKtk_LU
0.7459392262577286,0.451,-0.34,1.905255888325765,6.152983744980809,-0.0129,0.0050477717856495,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.1300270292735775,0.0015,0.0028231188426986,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.3895574890451344,-0.0022,0.0026248809496813,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.6497860805174889,0.0011,0.0023323807579381,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,0.9114109353914388,0.004,0.0017464249196572,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.1733848561157878,0.0034,0.0014560219778561,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.4357078426905356,0.0031,0.0017,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.6980308292652833,0.0039,0.0024839484696748,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,1.9605283487652303,0.0005,0.0018788294228055,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,4.322656958414356,0.0,0.0021470910553583,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,4.585154477914303,0.0011,0.001676305461424,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,4.847477464489051,-0.0013,0.0020615528128088,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.109800451063799,-0.0024,0.0019209372712298,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.371774371788147,-0.0036,0.0023409399821439,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.633399226662097,-0.0005,0.0021189620100417,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,5.893627818134452,-0.0006,0.0023769728648009,LU,RQncbKtk_LU
0.7355650794427887,0.475,-0.45,1.94164878389476,6.153158277906009,-0.0025,0.0024515301344262,LU,RQncbKtk_LU
